task,model,effort,first_counted_result,status,reward,raw_reward,assistant_steps,tool_calls,checks_passed,checks_total,check_unit,cost_usd,usage_censored,finished_at,task_checksum,trial
cpp-rosbag2-mixed-serialization-playback,opus-5,max,True,scored,1,1.0,155,168,6,6,verifier_groups,19.052500000000002,False,2026-09-14T01:15:23.860787Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__tKGbcUC
cpp-rosbag2-mixed-serialization-playback,opus-5,medium,True,scored,0,0.0,99,105,5,6,verifier_groups,6.58014175,False,2026-09-14T03:33:07.556369Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__XonizBd
cpp-rosbag2-mixed-serialization-playback,sonnet-5,max,True,scored,1,1.0,381,394,6,6,verifier_groups,33.384929299999996,False,2026-09-14T05:14:48.565190Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__4PrpmTa
cpp-rosbag2-mixed-serialization-playback,sonnet-5,medium,True,scored,1,1.0,154,154,6,6,verifier_groups,4.1119921999999995,False,2026-09-13T21:05:26.614582Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__REVuzNz
cpp-zenoh-cpp-connectivity-api,fable-5-1,high,True,scored,1,1.0,115,115,9,9,verifier_groups,8.8265835,False,2026-09-14T04:44:18.469618Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__XPsWyNj
cpp-zenoh-cpp-connectivity-api,fable-5-1,max,True,scored,1,1.0,184,184,9,9,verifier_groups,19.64326275,False,2026-09-14T03:19:17.542050Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__eqRagrv
cpp-zenoh-cpp-connectivity-api,fable-5-1,medium,True,scored,1,1.0,97,97,9,9,verifier_groups,7.412981499999999,False,2026-09-14T05:14:29.059365Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__NepaoJw
cpp-zenoh-cpp-connectivity-api,opus-5,high,True,scored,1,1.0,85,102,9,9,verifier_groups,7.872846750000002,False,2026-09-13T22:43:07.995535Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__iNXNSXx
cpp-zenoh-cpp-connectivity-api,opus-5,max,True,scored,0,0.0,134,148,8,9,verifier_groups,16.433642500000005,False,2026-09-14T01:02:17.562163Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__4gQVPQy
cpp-zenoh-cpp-connectivity-api,opus-5,medium,True,scored,1,1.0,62,66,9,9,verifier_groups,4.354180749999999,False,2026-09-14T02:20:42.000892Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__L2NocVX
cpp-zenoh-cpp-connectivity-api,sonnet-5,max,True,scored,1,1.0,331,338,9,9,verifier_groups,23.318605200000004,False,2026-09-14T02:26:09.148813Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__uy7US2n
cpp-zenoh-cpp-connectivity-api,sonnet-5,medium,True,scored,1,1.0,87,87,9,9,verifier_groups,2.3363946999999996,True,2026-09-13T20:43:29.573343Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__2q8Zzzp
diskcache-online-reshard-v2,fable-5-1,medium,True,scored,1,1.0,70,70,45,45,individual_checks,8.634441749999999,False,2026-09-14T00:12:44.170098Z,977f4cec3524d213a696a9ab660d067b71e1bbff34ae42f3ddc0feab6009c017,jobs/candidates-diskcache-v2-efforts-20-20260913T234023Z/diskcache-online-reshard-v2__QHomzuG
diskcache-online-reshard-v2,opus-5,medium,True,scored,0,0.0,59,60,43,45,individual_checks,5.469920499999999,False,2026-09-14T00:05:26.811875Z,977f4cec3524d213a696a9ab660d067b71e1bbff34ae42f3ddc0feab6009c017,jobs/candidates-diskcache-v2-efforts-20-20260913T234023Z/diskcache-online-reshard-v2__DDiwNFh
diskcache-online-reshard-v2,sonnet-5,medium,True,scored,0,0.0,60,60,37,45,individual_checks,1.7044861999999996,False,2026-09-14T00:20:04.631881Z,977f4cec3524d213a696a9ab660d067b71e1bbff34ae42f3ddc0feab6009c017,jobs/candidates-diskcache-v2-efforts-20-20260913T234023Z/diskcache-online-reshard-v2__Mhaqxc7
luigi-generation-target,fable-5-1,high,True,scored,1,1.0,41,41,57,57,individual_checks,5.85099925,False,2026-09-13T21:00:38.303685Z,38e96eee424a85cde604fcd77cf11adfd6d541302f53e1c065990a9967c86170,jobs/candidates-all14-efforts-20-20260913T183301Z/luigi-generation-target__cziFpEx
luigi-generation-target,fable-5-1,medium,True,scored,0,0.0,67,67,56,57,individual_checks,7.360277750000002,False,2026-09-13T19:00:28.610454Z,38e96eee424a85cde604fcd77cf11adfd6d541302f53e1c065990a9967c86170,jobs/candidates-all14-efforts-20-20260913T183301Z/luigi-generation-target__kSYmWv5
luigi-generation-target,opus-5,high,True,scored,1,1.0,57,61,57,57,individual_checks,5.404740750000002,False,2026-09-13T22:32:56.318066Z,38e96eee424a85cde604fcd77cf11adfd6d541302f53e1c065990a9967c86170,jobs/candidates-all14-efforts-20-20260913T183301Z/luigi-generation-target__qxwmpMC
luigi-generation-target,opus-5,max,True,scored,1,1.0,110,120,57,57,individual_checks,15.797950750000002,False,2026-09-14T03:53:02.565945Z,38e96eee424a85cde604fcd77cf11adfd6d541302f53e1c065990a9967c86170,jobs/candidates-all14-efforts-20-20260913T183301Z/luigi-generation-target__YTiAvMD
luigi-generation-target,opus-5,medium,True,scored,1,1.0,47,49,57,57,individual_checks,4.017240999999999,False,2026-09-13T18:52:27.090713Z,38e96eee424a85cde604fcd77cf11adfd6d541302f53e1c065990a9967c86170,jobs/candidates-all14-efforts-20-20260913T183301Z/luigi-generation-target__jur3DjC
luigi-generation-target,sonnet-5,high,True,scored,0,0.0,96,96,53,57,individual_checks,2.7070593000000005,False,2026-09-14T04:56:24.431543Z,38e96eee424a85cde604fcd77cf11adfd6d541302f53e1c065990a9967c86170,jobs/candidates-all14-efforts-20-20260913T183301Z/luigi-generation-target__9fuVagX
luigi-generation-target,sonnet-5,max,True,timeout,0,0.0,32,32,9,57,individual_checks,0.5497503,True,2026-09-14T02:28:56.299826Z,38e96eee424a85cde604fcd77cf11adfd6d541302f53e1c065990a9967c86170,jobs/candidates-all14-efforts-20-20260913T183301Z/luigi-generation-target__tvHP5oC
luigi-generation-target,sonnet-5,medium,True,scored,0,0.0,63,63,53,57,individual_checks,1.678168200000001,False,2026-09-13T20:42:02.885137Z,38e96eee424a85cde604fcd77cf11adfd6d541302f53e1c065990a9967c86170,jobs/candidates-all14-efforts-20-20260913T183301Z/luigi-generation-target__6D7GoXc
py-rosbags-rosbag2-storage-writers,fable-5-1,high,True,scored,1,1.0,44,44,5,5,verifier_groups,3.8485149999999995,False,2026-09-14T04:25:56.658597Z,3214ee3c62dbd0cc1a89210195375dedc1725039f90072f6315ed06c73f50fa7,jobs/candidates-all14-efforts-20-20260913T183301Z/py-rosbags-rosbag2-storage-write__d9dcBsK
py-rosbags-rosbag2-storage-writers,fable-5-1,max,True,scored,1,1.0,90,90,5,5,verifier_groups,11.132764749999998,False,2026-09-14T03:05:29.790261Z,3214ee3c62dbd0cc1a89210195375dedc1725039f90072f6315ed06c73f50fa7,jobs/candidates-all14-efforts-20-20260913T183301Z/py-rosbags-rosbag2-storage-write__kiNQ8dd
py-rosbags-rosbag2-storage-writers,fable-5-1,medium,True,scored,1,1.0,20,20,5,5,verifier_groups,1.5906112499999998,False,2026-09-13T18:40:29.052194Z,3214ee3c62dbd0cc1a89210195375dedc1725039f90072f6315ed06c73f50fa7,jobs/candidates-all14-efforts-20-20260913T183301Z/py-rosbags-rosbag2-storage-write__FmGSwjK
py-rosbags-rosbag2-storage-writers,opus-5,high,True,scored,1,1.0,29,33,5,5,verifier_groups,1.2199909999999998,False,2026-09-13T21:39:30.334591Z,3214ee3c62dbd0cc1a89210195375dedc1725039f90072f6315ed06c73f50fa7,jobs/candidates-all14-efforts-20-20260913T183301Z/py-rosbags-rosbag2-storage-write__6p5M5sT
py-rosbags-rosbag2-storage-writers,opus-5,high,False,scored,1,1.0,26,32,5,5,verifier_groups,1.249191,False,2026-09-13T22:17:02.219685Z,3214ee3c62dbd0cc1a89210195375dedc1725039f90072f6315ed06c73f50fa7,jobs/candidates-all14-efforts-20-20260913T183301Z/py-rosbags-rosbag2-storage-write__m4gmMt5
py-rosbags-rosbag2-storage-writers,opus-5,max,True,scored,1,1.0,80,95,5,5,verifier_groups,10.514093750000004,False,2026-09-14T01:34:57.271151Z,3214ee3c62dbd0cc1a89210195375dedc1725039f90072f6315ed06c73f50fa7,jobs/candidates-all14-efforts-20-20260913T183301Z/py-rosbags-rosbag2-storage-write__wquToRp
py-rosbags-rosbag2-storage-writers,sonnet-5,max,True,scored,1,1.0,173,175,5,5,verifier_groups,7.875763799999998,False,2026-09-14T04:18:05.833989Z,3214ee3c62dbd0cc1a89210195375dedc1725039f90072f6315ed06c73f50fa7,jobs/candidates-all14-efforts-20-20260913T183301Z/py-rosbags-rosbag2-storage-write__9nmWAK2
py-rosbags-rosbag2-storage-writers,sonnet-5,medium,True,scored,1,1.0,43,43,5,5,verifier_groups,0.7186509999999999,False,2026-09-13T19:08:23.487151Z,3214ee3c62dbd0cc1a89210195375dedc1725039f90072f6315ed06c73f50fa7,jobs/candidates-all14-efforts-20-20260913T183301Z/py-rosbags-rosbag2-storage-write__tLW2L3M
py-rosbags-rosbag2-storage-writers,sonnet-5,medium,False,scored,1,1.0,57,57,5,5,verifier_groups,1.3413487000000002,False,2026-09-13T20:36:33.423818Z,3214ee3c62dbd0cc1a89210195375dedc1725039f90072f6315ed06c73f50fa7,jobs/candidates-all14-efforts-20-20260913T183301Z/py-rosbags-rosbag2-storage-write__VG4kQYt
py-zarr-python-cast-value-scale-offset,fable-5-1,high,True,scored,1,1.0,93,93,8,8,verifier_groups,9.50286,False,2026-09-14T04:37:18.212703Z,b5e75f842bcc98fafb0e340a282b8cdd265f28f815323915608b989cd51a58b6,jobs/candidates-all14-efforts-20-20260913T183301Z/py-zarr-python-cast-value-scale__EZrcJhU
py-zarr-python-cast-value-scale-offset,fable-5-1,max,True,scored,1,1.0,153,153,8,8,verifier_groups,25.23829925000001,False,2026-09-14T03:18:50.441674Z,b5e75f842bcc98fafb0e340a282b8cdd265f28f815323915608b989cd51a58b6,jobs/candidates-all14-efforts-20-20260913T183301Z/py-zarr-python-cast-value-scale__665b4Gz
py-zarr-python-cast-value-scale-offset,fable-5-1,medium,True,scored,0,0.0,63,63,7,8,verifier_groups,4.888873749999998,False,2026-09-14T05:00:21.308014Z,b5e75f842bcc98fafb0e340a282b8cdd265f28f815323915608b989cd51a58b6,jobs/candidates-all14-efforts-20-20260913T183301Z/py-zarr-python-cast-value-scale__rHJvFyv
py-zarr-python-cast-value-scale-offset,opus-5,high,True,scored,1,1.0,105,115,8,8,verifier_groups,10.390427249999997,False,2026-09-13T21:15:17.195702Z,b5e75f842bcc98fafb0e340a282b8cdd265f28f815323915608b989cd51a58b6,jobs/candidates-all14-efforts-20-20260913T183301Z/py-zarr-python-cast-value-scale__Hywv23R
py-zarr-python-cast-value-scale-offset,opus-5,high,False,scored,1,1.0,128,137,8,8,verifier_groups,16.537208499999995,False,2026-09-13T23:02:37.074548Z,b5e75f842bcc98fafb0e340a282b8cdd265f28f815323915608b989cd51a58b6,jobs/candidates-all14-efforts-20-20260913T183301Z/py-zarr-python-cast-value-scale__qXMGvhn
py-zarr-python-cast-value-scale-offset,opus-5,max,True,scored,1,1.0,96,113,8,8,verifier_groups,16.002457000000003,False,2026-09-14T01:09:19.390546Z,b5e75f842bcc98fafb0e340a282b8cdd265f28f815323915608b989cd51a58b6,jobs/candidates-all14-efforts-20-20260913T183301Z/py-zarr-python-cast-value-scale__sBejKrD
py-zarr-python-cast-value-scale-offset,opus-5,medium,True,scored,1,1.0,88,92,8,8,verifier_groups,6.004429000000001,False,2026-09-14T02:35:47.958247Z,b5e75f842bcc98fafb0e340a282b8cdd265f28f815323915608b989cd51a58b6,jobs/candidates-all14-efforts-20-20260913T183301Z/py-zarr-python-cast-value-scale__cxFrZah
py-zarr-python-cast-value-scale-offset,sonnet-5,max,True,scored,1,1.0,335,335,8,8,verifier_groups,26.44133160000001,False,2026-09-14T01:49:34.931016Z,b5e75f842bcc98fafb0e340a282b8cdd265f28f815323915608b989cd51a58b6,jobs/candidates-all14-efforts-20-20260913T183301Z/py-zarr-python-cast-value-scale__v7mstoG
py-zarr-python-cast-value-scale-offset,sonnet-5,medium,True,scored,0,0.0,117,117,7,8,verifier_groups,3.1282178,False,2026-09-13T20:46:29.502280Z,b5e75f842bcc98fafb0e340a282b8cdd265f28f815323915608b989cd51a58b6,jobs/candidates-all14-efforts-20-20260913T183301Z/py-zarr-python-cast-value-scale__6Fa8oyL
rs-burn-onnx-rnn-runtime-weights,fable-5-1,high,True,scored,1,1.0,194,194,6,6,verifier_groups,19.598031250000002,False,2026-09-14T04:59:50.719564Z,3a22d00d6ec4f5c8b865c11b53eab1f1d7fd616f121445017183c8e182dbffed,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-burn-onnx-rnn-runtime-weights__VKwLBpw
rs-burn-onnx-rnn-runtime-weights,fable-5-1,max,True,scored,1,1.0,260,260,6,6,verifier_groups,38.311354750000014,False,2026-09-14T02:48:08.405649Z,3a22d00d6ec4f5c8b865c11b53eab1f1d7fd616f121445017183c8e182dbffed,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-burn-onnx-rnn-runtime-weights__KZm2zZM
rs-burn-onnx-rnn-runtime-weights,opus-5,high,True,scored,1,1.0,230,232,6,6,verifier_groups,26.972753750000006,False,2026-09-13T23:08:48.032813Z,3a22d00d6ec4f5c8b865c11b53eab1f1d7fd616f121445017183c8e182dbffed,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-burn-onnx-rnn-runtime-weights__6AHBGQa
rs-burn-onnx-rnn-runtime-weights,opus-5,max,True,scored,1,1.0,220,234,6,6,verifier_groups,33.81597675000002,False,2026-09-14T01:29:50.855813Z,3a22d00d6ec4f5c8b865c11b53eab1f1d7fd616f121445017183c8e182dbffed,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-burn-onnx-rnn-runtime-weights__VY34jfU
rs-burn-onnx-rnn-runtime-weights,opus-5,medium,True,scored,1,1.0,134,137,6,6,verifier_groups,11.8858765,False,2026-09-13T19:43:40.115992Z,3a22d00d6ec4f5c8b865c11b53eab1f1d7fd616f121445017183c8e182dbffed,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-burn-onnx-rnn-runtime-weights__VzRc3tg
rs-burn-onnx-rnn-runtime-weights,sonnet-5,max,True,scored,1,1.0,446,446,6,6,verifier_groups,48.944258899999994,False,2026-09-14T00:27:20.750476Z,3a22d00d6ec4f5c8b865c11b53eab1f1d7fd616f121445017183c8e182dbffed,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-burn-onnx-rnn-runtime-weights__ekkDDw7
rs-burn-onnx-rnn-runtime-weights,sonnet-5,medium,True,scored,0,0.0,217,217,5,6,verifier_groups,9.631192400000002,False,2026-09-13T19:38:06.514780Z,3a22d00d6ec4f5c8b865c11b53eab1f1d7fd616f121445017183c8e182dbffed,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-burn-onnx-rnn-runtime-weights__FT2MwFs
rs-burn-onnx-rnn-runtime-weights,sonnet-5,medium,False,scored,1,1.0,328,328,6,6,verifier_groups,17.191090200000005,False,2026-09-13T21:33:30.782691Z,3a22d00d6ec4f5c8b865c11b53eab1f1d7fd616f121445017183c8e182dbffed,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-burn-onnx-rnn-runtime-weights__hKajijV
rs-burn-store-pytorch-reader-v4,fable-5-1,high,True,scored,1,1.0,138,138,8,8,verifier_groups,20.768765999999992,False,2026-09-14T03:48:23.659556Z,60ad8cb53469867e4e2dd5333e7b028677cda254452eae2aff018e707def3c11,jobs/candidates-burn-reader-v4-efforts-20-20260914T011100Z/rs-burn-store-pytorch-reader-v4__amL9q9w
rs-burn-store-pytorch-reader-v4,fable-5-1,max,True,scored,1,1.0,158,158,8,8,verifier_groups,28.787072499999997,False,2026-09-14T04:33:07.793394Z,60ad8cb53469867e4e2dd5333e7b028677cda254452eae2aff018e707def3c11,jobs/candidates-burn-reader-v4-efforts-20-20260914T011100Z/rs-burn-store-pytorch-reader-v4__8dJTVHw
rs-burn-store-pytorch-reader-v4,fable-5-1,medium,True,scored,1,1.0,92,92,8,8,verifier_groups,13.6370715,False,2026-09-14T01:55:01.101762Z,60ad8cb53469867e4e2dd5333e7b028677cda254452eae2aff018e707def3c11,jobs/candidates-burn-reader-v4-efforts-20-20260914T011100Z/rs-burn-store-pytorch-reader-v4__x8gLSab
rs-burn-store-pytorch-reader-v4,opus-5,high,True,scored,1,1.0,144,149,8,8,verifier_groups,20.11950499999999,False,2026-09-14T03:56:06.252470Z,60ad8cb53469867e4e2dd5333e7b028677cda254452eae2aff018e707def3c11,jobs/candidates-burn-reader-v4-efforts-20-20260914T011100Z/rs-burn-store-pytorch-reader-v4__3nLtT5y
rs-burn-store-pytorch-reader-v4,opus-5,max,True,scored,1,1.0,158,169,8,8,verifier_groups,31.287184250000006,False,2026-09-14T04:35:41.263215Z,60ad8cb53469867e4e2dd5333e7b028677cda254452eae2aff018e707def3c11,jobs/candidates-burn-reader-v4-efforts-20-20260914T011100Z/rs-burn-store-pytorch-reader-v4__roFDdeS
rs-burn-store-pytorch-reader-v4,opus-5,medium,True,scored,1,1.0,76,76,8,8,verifier_groups,9.5334155,False,2026-09-14T03:11:18.354686Z,60ad8cb53469867e4e2dd5333e7b028677cda254452eae2aff018e707def3c11,jobs/candidates-burn-reader-v4-efforts-20-20260914T011100Z/rs-burn-store-pytorch-reader-v4__ppNrLD4
rs-burn-store-pytorch-reader-v4,sonnet-5,high,True,scored,0,0.0,251,251,7,8,verifier_groups,15.981781899999998,False,2026-09-14T04:10:43.708505Z,60ad8cb53469867e4e2dd5333e7b028677cda254452eae2aff018e707def3c11,jobs/candidates-burn-reader-v4-efforts-20-20260914T011100Z/rs-burn-store-pytorch-reader-v4__BrRKozk
rs-burn-store-pytorch-reader-v4,sonnet-5,max,True,scored,1,1.0,323,323,8,8,verifier_groups,35.877045100000004,False,2026-09-14T05:16:12.245939Z,60ad8cb53469867e4e2dd5333e7b028677cda254452eae2aff018e707def3c11,jobs/candidates-burn-reader-v4-efforts-20-20260914T011100Z/rs-burn-store-pytorch-reader-v4__X6pyirF
rs-burn-store-pytorch-reader-v4,sonnet-5,medium,True,scored,0,0.0,42,42,4,8,verifier_groups,0.8406620000000004,False,2026-09-14T02:29:28.873383Z,60ad8cb53469867e4e2dd5333e7b028677cda254452eae2aff018e707def3c11,jobs/candidates-burn-reader-v4-efforts-20-20260914T011100Z/rs-burn-store-pytorch-reader-v4__vXNtQ5E
rs-rerun-chunk-optimizer,fable-5-1,high,True,scored,1,1.0,110,110,3,3,verifier_groups,12.083154500000003,False,2026-09-14T05:00:57.356109Z,3c297f74680e17351c0c33998ac2f3847a829d92683db5d4a8386641478f07ff,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-rerun-chunk-optimizer__MJCzq4n
rs-rerun-chunk-optimizer,fable-5-1,max,True,scored,1,1.0,154,154,3,3,verifier_groups,22.645744500000006,False,2026-09-14T03:39:41.731139Z,3c297f74680e17351c0c33998ac2f3847a829d92683db5d4a8386641478f07ff,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-rerun-chunk-optimizer__8tSsQED
rs-rerun-chunk-optimizer,fable-5-1,medium,True,scored,1,1.0,115,115,3,3,verifier_groups,9.983747,False,2026-09-14T04:14:09.559643Z,3c297f74680e17351c0c33998ac2f3847a829d92683db5d4a8386641478f07ff,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-rerun-chunk-optimizer__iJcBBQN
rs-rerun-chunk-optimizer,opus-5,high,True,scored,1,1.0,104,110,3,3,verifier_groups,11.03983025,False,2026-09-13T22:53:45.118899Z,3c297f74680e17351c0c33998ac2f3847a829d92683db5d4a8386641478f07ff,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-rerun-chunk-optimizer__S4dbqtL
rs-rerun-chunk-optimizer,opus-5,max,True,scored,1,1.0,123,144,3,3,verifier_groups,18.281511750000004,False,2026-09-14T01:20:30.922153Z,3c297f74680e17351c0c33998ac2f3847a829d92683db5d4a8386641478f07ff,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-rerun-chunk-optimizer__VLUCaM4
rs-rerun-chunk-optimizer,opus-5,medium,True,scored,1,1.0,72,78,3,3,verifier_groups,7.031601250000003,False,2026-09-14T04:05:34.284591Z,3c297f74680e17351c0c33998ac2f3847a829d92683db5d4a8386641478f07ff,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-rerun-chunk-optimizer__rnfDPM4
rs-rerun-chunk-optimizer,sonnet-5,max,True,scored,1,1.0,383,383,3,3,verifier_groups,38.10867629999999,False,2026-09-14T02:51:34.518045Z,3c297f74680e17351c0c33998ac2f3847a829d92683db5d4a8386641478f07ff,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-rerun-chunk-optimizer__iUZ6GKK
rs-rerun-chunk-optimizer,sonnet-5,medium,True,scored,0,0.0,138,138,1,3,verifier_groups,4.331792899999998,False,2026-09-13T21:06:40.033241Z,3c297f74680e17351c0c33998ac2f3847a829d92683db5d4a8386641478f07ff,jobs/candidates-all14-efforts-20-20260913T183301Z/rs-rerun-chunk-optimizer__EeEppp5
